Country,Name,Category,Class,Soldiers,Morale,Discipline,Training,Recruitment cost,Upkeep cost,Weapon upgrade,Armour upgrade,Primary weapon,Primary_Attack,Charge bonus,Total defence,Armour,Defence skill,Shield,Hit points,Can board ships,Can hide in forest,Can withdraw,Weapon attributes,Hardy,Range,Ammunition,Secondary weapon,Secondary_Attack,Can be supported free in a city,Mount,Can form up and charge,Cantabrian circle,Tertiary weapon,Teriary_Attack,Fire by rank,Gunpowder weapon,Skirmish mode off by default,Knight,Very hardy,Can place stakes,Exploding shot,Can hide anywhere on the battlefield,Can hide in forest - improved,Scare horses
England,Peasant Archers, Infantry, Missile,48,3, Normal, Untrained,220,100,65,50, Self bow (Missile),5,1,1,0,1,0,1,TRUE,TRUE,TRUE,,,120,30, Knife (Melee),2,,,,,,,,,,,,,,,,
England,Peasant Archers, Infantry, Missile,48,3, Normal, Untrained,220,100,65,50, Self bow (Missile),5,1,1,0,1,0,1,TRUE,TRUE,TRUE,,,120,30, Knife (Melee),2,,,,,,,,,,,,,,,,
England,Peasant Archers, Infantry, Missile,48,3, Normal, Untrained,220,100,65,50, Self bow (Missile),5,1,1,0,1,0,1,TRUE,TRUE,TRUE,,,120,30, Knife (Melee),2,,,,,,,,,,,,,,,,
England,Yeoman Archers, Infantry, Missile,48,5, Normal, Trained,650,150,75,55, Longbow (Missile),8,3,5,0,2,3,1,TRUE,TRUE,TRUE, Armour piercing,,160,30, Mace (Melee),9,,,,,,,,,,,,TRUE,,,,
England,Hobilars, Cavalry, Light,32,3, Low, Untrained,280,150,90,70, Cavalry spear (Melee),7,2,7,4,3,0,1,TRUE,TRUE,TRUE,,,,, Cavalry sword (Melee),7,, Pony,TRUE,,,,,,,,,,,,,
England,Demi Lancers, Cavalry, Heavy,32,11, Low, Trained,700,250,130,100, Cavalry heavy lance (Melee),13,4,12,7,5,0,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),14,, Heavy horse,TRUE,,,,,,,TRUE,,,,,,
England,Demi Lancers, Cavalry, Heavy,32,11, Low, Trained,700,250,130,100, Cavalry heavy lance (Melee),13,4,12,7,5,0,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),14,, Heavy horse,TRUE,,,,,,,TRUE,,,,,,
England,Demi Lancers, Cavalry, Heavy,32,11, Low, Trained,700,250,130,100, Cavalry heavy lance (Melee),13,4,12,7,5,0,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),14,, Heavy horse,TRUE,,,,,,,TRUE,,,,,,
England,General's Bodyguard, Cavalry, Heavy,16,11, Normal, Trained,820,250,120,95, Cavalry heavy lance (Melee),13,4,32,7,5,4,2,TRUE,TRUE,TRUE,,,,, Cavalry sword (Melee),14,, Barded horse,,,,,,,,,TRUE,,,,,
England,General's Bodyguard, Cavalry, Heavy,16,11, Normal, Trained,820,250,120,95, Cavalry heavy lance (Melee),13,4,32,7,5,4,2,TRUE,TRUE,TRUE,,,,, Cavalry sword (Melee),14,, Barded horse,,,,,,,,,TRUE,,,,,
England,General's Bodyguard, Cavalry, Heavy,16,11, Normal, Trained,820,250,120,95, Cavalry heavy lance (Melee),13,4,32,7,5,4,2,TRUE,TRUE,TRUE,,,,, Cavalry sword (Melee),14,, Barded horse,,,,,,,,,TRUE,,,,,
England,Knights Templar, Cavalry, Heavy,32,11, Impetuous, Highly trained,880,250,130,100, Cavalry heavy lance (Melee),13,4,16,7,5,4,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),14,, Mailed horse,TRUE,,,,,,,TRUE,,,,,,
England,Knights Templar, Cavalry, Heavy,32,11, Impetuous, Highly trained,880,250,130,100, Cavalry heavy lance (Melee),13,4,16,7,5,4,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),14,, Mailed horse,TRUE,,,,,,,TRUE,,,,,,
England,Knights Templar, Cavalry, Heavy,32,11, Impetuous, Highly trained,880,250,130,100, Cavalry heavy lance (Melee),13,4,16,7,5,4,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),14,, Mailed horse,TRUE,,,,,,,TRUE,,,,,,
England,Ballista, Siege, Missile,16,9, Disciplined, Highly trained,370,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,180,50, Ballista (Siege),55,,,,,,,,,,,,,,,,
England,Ballista, Siege, Missile,16,9, Disciplined, Highly trained,370,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,180,50, Ballista (Siege),55,,,,,,,,,,,,,,,,
England,Ballista, Siege, Missile,16,9, Disciplined, Highly trained,370,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,180,50, Ballista (Siege),55,,,,,,,,,,,,,,,,
England,Culverin, Siege, Missile,16,9, Disciplined, Highly trained,800,250,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,425,30, Culverin (Siege),65,,,,,,,,TRUE,,,,,TRUE,,,
England,Culverin, Siege, Missile,16,9, Disciplined, Highly trained,800,250,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,425,30, Culverin (Siege),65,,,,,,,,TRUE,,,,,TRUE,,,
England,Culverin, Siege, Missile,16,9, Disciplined, Highly trained,800,250,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,425,30, Culverin (Siege),65,,,,,,,,TRUE,,,,,TRUE,,,
England,Trebuchet, Siege, Missile,16,9, Disciplined, Highly trained,430,250,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,215,3, Trebuchet (Siege),55,,,,, Trebuchet - cow carcass (Siege),12,,,,,,,,,,
England,Carrack, Ship, Light,50,5, Normal, Trained,1500,350,250,250, Melee,30,0,30,0,30,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
England,Carrack, Ship, Light,50,5, Normal, Trained,1500,350,250,250, Melee,30,0,30,0,30,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
England,Carrack, Ship, Light,50,5, Normal, Trained,1500,350,250,250, Melee,30,0,30,0,30,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
England,Holk, Ship, Light,30,8, Normal, Trained,670,200,150,150, Melee,10,0,12,0,12,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
France,Peasants, Infantry, Light,60,1, Low, Untrained,110,90,65,50, Farm implement (Melee),4,0,3,0,3,0,1,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,
France,Peasants, Infantry, Light,60,1, Low, Untrained,110,90,65,50, Farm implement (Melee),4,0,3,0,3,0,1,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,
France,Armoured Sergeants, Infantry, Spearmen,60,5, Normal, Trained,540,155,85,65, Long spear (Melee),7,3,14,5,3,6,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 8,,,,,,,,,,,,,,,,,,,,,
France,Armoured Sergeants, Infantry, Spearmen,60,5, Normal, Trained,540,155,85,65, Long spear (Melee),7,3,14,5,3,6,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 8,,,,,,,,,,,,,,,,,,,,,
France,Armoured Sergeants, Infantry, Spearmen,60,5, Normal, Trained,540,155,85,65, Long spear (Melee),7,3,14,5,3,6,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 8,,,,,,,,,,,,,,,,,,,,,
France,Sergeant Spearmen, Infantry, Spearmen,60,5, Normal, Trained,420,155,85,65, Long spear (Melee),7,3,9,0,3,6,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 8,,,,,,,,,,,,,,,,,,,,,
France,Sergeant Spearmen, Infantry, Spearmen,60,5, Normal, Trained,420,155,85,65, Long spear (Melee),7,3,9,0,3,6,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 8,,,,,,,,,,,,,,,,,,,,,
France,Dismounted Feudal Knights, Infantry, Heavy,48,9, Normal, Trained,570,225,90,70, Sword (Melee),13,3,21,7,8,6,1,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,
France,Dismounted Feudal Knights, Infantry, Heavy,48,9, Normal, Trained,570,225,90,70, Sword (Melee),13,3,21,7,8,6,1,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,
France,Dismounted Feudal Knights, Infantry, Heavy,48,9, Normal, Trained,570,225,90,70, Sword (Melee),13,3,21,7,8,6,1,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,
France,Voulgier, Infantry, Heavy,48,5, Normal, Trained,510,150,75,55, Halberd pike (Melee),7,3,8,5,3,0,1,TRUE,TRUE,TRUE," Armour piercing, Bonus vs. cavalry = 4",,,, Halberd secondary (Melee),6,,,,,,,,,,,,,,,,
France,Arquebusiers, Infantry, Missile,48,3, Normal, Trained,460,125,65,50, Arquebus (Missile),14,1,3,0,3,0,1,TRUE,TRUE,TRUE, Armour piercing,,120,20, Weak sword (Melee),6,,,,,,,TRUE,TRUE,TRUE,,,,,,,
France,Arquebusiers, Infantry, Missile,48,3, Normal, Trained,460,125,65,50, Arquebus (Missile),14,1,3,0,3,0,1,TRUE,TRUE,TRUE, Armour piercing,,120,20, Weak sword (Melee),6,,,,,,,TRUE,TRUE,TRUE,,,,,,,
France,Arquebusiers, Infantry, Missile,48,3, Normal, Trained,460,125,65,50, Arquebus (Missile),14,1,3,0,3,0,1,TRUE,TRUE,TRUE, Armour piercing,,120,20, Weak sword (Melee),6,,,,,,,TRUE,TRUE,TRUE,,,,,,,
France,Crossbow Militia, Infantry, Missile,48,3, Normal, Untrained,220,100,65,50, Crossbow (Missile),9,1,1,0,1,0,1,TRUE,TRUE,TRUE, Armour piercing,,120,30, Knife (Melee),2,TRUE,,,,,,,,,,,,,,,
France,Crossbow Militia, Infantry, Missile,48,3, Normal, Untrained,220,100,65,50, Crossbow (Missile),9,1,1,0,1,0,1,TRUE,TRUE,TRUE, Armour piercing,,120,30, Knife (Melee),2,TRUE,,,,,,,,,,,,,,,
France,Crossbow Militia, Infantry, Missile,48,3, Normal, Untrained,220,100,65,50, Crossbow (Missile),9,1,1,0,1,0,1,TRUE,TRUE,TRUE, Armour piercing,,120,30, Knife (Melee),2,TRUE,,,,,,,,,,,,,,,
France,Scots Guard, Infantry, Missile,48,11, Normal, Highly trained,800,175,100,75, Longbow (Missile),9,3,17,8,9,0,1,TRUE,TRUE,TRUE, Armour piercing,,160,30, Sword (Melee),12,,,,,,,,,,,TRUE,,,,,
France,Mounted Sergeants, Cavalry, Light,32,5, Normal, Trained,470,175,100,75, Cavalry spear (Melee),9,3,13,4,5,4,1,TRUE,TRUE,TRUE,,,,, Cavalry sword (Melee),9,, Heavy horse,TRUE,,,,,,,,,,,,,
France,Chivalric Knights, Cavalry, Heavy,32,11, Impetuous, Trained,930,250,130,100, Cavalry heavy lance (Melee),13,4,17,8,5,4,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),14,, Barded horse,TRUE,,,,,,,TRUE,,,,,,
France,Chivalric Knights, Cavalry, Heavy,32,11, Impetuous, Trained,930,250,130,100, Cavalry heavy lance (Melee),13,4,17,8,5,4,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),14,, Barded horse,TRUE,,,,,,,TRUE,,,,,,
France,Chivalric Knights, Cavalry, Heavy,32,11, Impetuous, Trained,930,250,130,100, Cavalry heavy lance (Melee),13,4,17,8,5,4,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),14,, Barded horse,TRUE,,,,,,,TRUE,,,,,,
France,General's Bodyguard, Cavalry, Heavy,16,11, Normal, Trained,820,250,120,95, Cavalry heavy lance (Melee),13,4,32,7,5,4,2,TRUE,TRUE,TRUE,,,,, Cavalry sword (Melee),14,, Barded horse,,,,,,,,,TRUE,,,,,
France,General's Bodyguard, Cavalry, Heavy,16,11, Normal, Trained,820,250,120,95, Cavalry heavy lance (Melee),13,4,32,7,5,4,2,TRUE,TRUE,TRUE,,,,, Cavalry sword (Melee),14,, Barded horse,,,,,,,,,TRUE,,,,,
France,General's Bodyguard, Cavalry, Heavy,16,11, Normal, Trained,820,250,120,95, Cavalry heavy lance (Melee),13,4,32,7,5,4,2,TRUE,TRUE,TRUE,,,,, Cavalry sword (Melee),14,, Barded horse,,,,,,,,,TRUE,,,,,
France,Knights Templar, Cavalry, Heavy,32,11, Impetuous, Highly trained,880,250,130,100, Cavalry heavy lance (Melee),13,4,16,7,5,4,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),14,, Mailed horse,TRUE,,,,,,,TRUE,,,,,,
France,Knights Templar, Cavalry, Heavy,32,11, Impetuous, Highly trained,880,250,130,100, Cavalry heavy lance (Melee),13,4,16,7,5,4,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),14,, Mailed horse,TRUE,,,,,,,TRUE,,,,,,
France,Knights Templar, Cavalry, Heavy,32,11, Impetuous, Highly trained,880,250,130,100, Cavalry heavy lance (Melee),13,4,16,7,5,4,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),14,, Mailed horse,TRUE,,,,,,,TRUE,,,,,,
France,Merchant Cavalry Militia, Cavalry, Heavy,32,3, Normal, Untrained,370,210,90,70, Cavalry weak sword (Melee),6,2,14,7,3,4,1,TRUE,TRUE,TRUE,,,,,,,TRUE, Heavy horse,TRUE,,,,,,,,,,,,,
France,Merchant Cavalry Militia, Cavalry, Heavy,32,3, Normal, Untrained,370,210,90,70, Cavalry weak sword (Melee),6,2,14,7,3,4,1,TRUE,TRUE,TRUE,,,,,,,TRUE, Heavy horse,TRUE,,,,,,,,,,,,,
France,French Mounted Archers, Cavalry, Missile,32,9, Normal, Highly trained,1030,210,120,95, Cavalry longbow (Missile),7,4,14,6,8,0,1,TRUE,TRUE,TRUE, Armour piercing,TRUE,120,25, Cavalry sword (Melee),9,, Heavy horse,,TRUE,,,,,,,,,,,,
France,Ballista, Siege, Missile,16,9, Disciplined, Highly trained,370,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,180,50, Ballista (Siege),55,,,,,,,,,,,,,,,,
France,Ballista, Siege, Missile,16,9, Disciplined, Highly trained,370,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,180,50, Ballista (Siege),55,,,,,,,,,,,,,,,,
France,Ballista, Siege, Missile,16,9, Disciplined, Highly trained,370,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,180,50, Ballista (Siege),55,,,,,,,,,,,,,,,,
France,Catapult, Siege, Missile,16,9, Disciplined, Highly trained,400,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,200,30, Catapult (Siege),55,,,,,,,,,,,,,,,,
France,Catapult, Siege, Missile,16,9, Disciplined, Highly trained,400,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,200,30, Catapult (Siege),55,,,,,,,,,,,,,,,,
France,Catapult, Siege, Missile,16,9, Disciplined, Highly trained,400,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,200,30, Catapult (Siege),55,,,,,,,,,,,,,,,,
France,Serpentine, Siege, Missile,16,9, Disciplined, Highly trained,700,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,450,36, Serpentine (Siege),65,,,,,,,,TRUE,,,,,,,,
France,Serpentine, Siege, Missile,16,9, Disciplined, Highly trained,700,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,450,36, Serpentine (Siege),65,,,,,,,,TRUE,,,,,,,,
France,Carrack, Ship, Light,50,5, Normal, Trained,1500,350,250,250, Melee,30,0,30,0,30,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
France,Carrack, Ship, Light,50,5, Normal, Trained,1500,350,250,250, Melee,30,0,30,0,30,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
France,Carrack, Ship, Light,50,5, Normal, Trained,1500,350,250,250, Melee,30,0,30,0,30,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
France,Holk, Ship, Light,30,8, Normal, Trained,670,200,150,150, Melee,10,0,12,0,12,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
The Holy Roman Empire,Peasants, Infantry, Light,60,1, Low, Untrained,110,90,65,50, Farm implement (Melee),4,0,3,0,3,0,1,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,
The Holy Roman Empire,Peasants, Infantry, Light,60,1, Low, Untrained,110,90,65,50, Farm implement (Melee),4,0,3,0,3,0,1,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,
The Holy Roman Empire,Armoured Sergeants, Infantry, Spearmen,60,5, Normal, Trained,540,155,85,65, Long spear (Melee),7,3,14,5,3,6,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 8,,,,,,,,,,,,,,,,,,,,,
The Holy Roman Empire,Armoured Sergeants, Infantry, Spearmen,60,5, Normal, Trained,540,155,85,65, Long spear (Melee),7,3,14,5,3,6,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 8,,,,,,,,,,,,,,,,,,,,,
The Holy Roman Empire,Armoured Sergeants, Infantry, Spearmen,60,5, Normal, Trained,540,155,85,65, Long spear (Melee),7,3,14,5,3,6,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 8,,,,,,,,,,,,,,,,,,,,,
The Holy Roman Empire,Spear Militia, Infantry, Spearmen,60,3, Normal, Trained,310,125,75,60, Long spear (Melee),5,2,7,0,1,6,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 8,,,,,,TRUE,,,,,,,,,,,,,,,
The Holy Roman Empire,Dismounted Feudal Knights, Infantry, Heavy,48,9, Normal, Trained,570,225,90,70, Sword (Melee),13,3,21,7,8,6,1,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,
The Holy Roman Empire,Dismounted Feudal Knights, Infantry, Heavy,48,9, Normal, Trained,570,225,90,70, Sword (Melee),13,3,21,7,8,6,1,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,
The Holy Roman Empire,Dismounted Feudal Knights, Infantry, Heavy,48,9, Normal, Trained,570,225,90,70, Sword (Melee),13,3,21,7,8,6,1,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,
The Holy Roman Empire,Halberd Militia, Infantry, Heavy,48,3, Normal, Trained,300,150,65,50, Halberd pike (Melee),5,2,1,0,1,0,1,TRUE,TRUE,TRUE," Armour piercing, Bonus vs. cavalry = 4",,,, Halberd secondary (Melee),4,TRUE,,,,,,,,,,,,,,,
The Holy Roman Empire,Halberd Militia, Infantry, Heavy,48,3, Normal, Trained,300,150,65,50, Halberd pike (Melee),5,2,1,0,1,0,1,TRUE,TRUE,TRUE," Armour piercing, Bonus vs. cavalry = 4",,,, Halberd secondary (Melee),4,TRUE,,,,,,,,,,,,,,,
The Holy Roman Empire,Arquebusiers, Infantry, Missile,48,3, Normal, Trained,460,125,65,50, Arquebus (Missile),14,1,3,0,3,0,1,TRUE,TRUE,TRUE, Armour piercing,,120,20, Weak sword (Melee),6,,,,,,,TRUE,TRUE,TRUE,,,,,,,
The Holy Roman Empire,Arquebusiers, Infantry, Missile,48,3, Normal, Trained,460,125,65,50, Arquebus (Missile),14,1,3,0,3,0,1,TRUE,TRUE,TRUE, Armour piercing,,120,20, Weak sword (Melee),6,,,,,,,TRUE,TRUE,TRUE,,,,,,,
The Holy Roman Empire,Arquebusiers, Infantry, Missile,48,3, Normal, Trained,460,125,65,50, Arquebus (Missile),14,1,3,0,3,0,1,TRUE,TRUE,TRUE, Armour piercing,,120,20, Weak sword (Melee),6,,,,,,,TRUE,TRUE,TRUE,,,,,,,
The Holy Roman Empire,Pavise Crossbowmen, Infantry, Missile,48,3, Normal, Trained,490,125,65,50, Crossbow (Missile),12,1,14,5,3,6,1,TRUE,TRUE,TRUE, Armour piercing,,160,30, Weak sword (Melee),6,,,,,,,,,,,,,,,,
The Holy Roman Empire,Pavise Crossbowmen, Infantry, Missile,48,3, Normal, Trained,490,125,65,50, Crossbow (Missile),12,1,14,5,3,6,1,TRUE,TRUE,TRUE, Armour piercing,,160,30, Weak sword (Melee),6,,,,,,,,,,,,,,,,
The Holy Roman Empire,Pavise Crossbowmen, Infantry, Missile,48,3, Normal, Trained,490,125,65,50, Crossbow (Missile),12,1,14,5,3,6,1,TRUE,TRUE,TRUE, Armour piercing,,160,30, Weak sword (Melee),6,,,,,,,,,,,,,,,,
The Holy Roman Empire,Mounted Sergeants, Cavalry, Light,32,5, Normal, Trained,470,175,100,75, Cavalry spear (Melee),9,3,13,4,5,4,1,TRUE,TRUE,TRUE,,,,, Cavalry sword (Melee),9,, Heavy horse,TRUE,,,,,,,,,,,,,
The Holy Roman Empire,Feudal Knights, Cavalry, Heavy,32,9, Impetuous, Trained,730,250,120,95, Cavalry light lance (Melee),10,4,16,7,5,4,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),11,, Barded horse,TRUE,,,,,,,TRUE,,,,,,
The Holy Roman Empire,Feudal Knights, Cavalry, Heavy,32,9, Impetuous, Trained,730,250,120,95, Cavalry light lance (Melee),10,4,16,7,5,4,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),11,, Barded horse,TRUE,,,,,,,TRUE,,,,,,
The Holy Roman Empire,Feudal Knights, Cavalry, Heavy,32,9, Impetuous, Trained,730,250,120,95, Cavalry light lance (Melee),10,4,16,7,5,4,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),11,, Barded horse,TRUE,,,,,,,TRUE,,,,,,
The Holy Roman Empire,Gothic Knights, Cavalry, Heavy,32,11, Low, Trained,1000,320,130,100, Cavalry heavy lance (Melee),13,4,15,10,5,0,1,TRUE,TRUE,TRUE, Armour piercing,TRUE,,, Cavalry mace (Melee),13,, Armoured horse,TRUE,,,,,,,TRUE,,,,,,
The Holy Roman Empire,Gothic Knights, Cavalry, Heavy,32,11, Low, Trained,1000,320,130,100, Cavalry heavy lance (Melee),13,4,15,10,5,0,1,TRUE,TRUE,TRUE, Armour piercing,TRUE,,, Cavalry mace (Melee),13,, Armoured horse,TRUE,,,,,,,TRUE,,,,,,
The Holy Roman Empire,Gothic Knights, Cavalry, Heavy,32,11, Low, Trained,1000,320,130,100, Cavalry heavy lance (Melee),13,4,15,10,5,0,1,TRUE,TRUE,TRUE, Armour piercing,TRUE,,, Cavalry mace (Melee),13,, Armoured horse,TRUE,,,,,,,TRUE,,,,,,
The Holy Roman Empire,Merchant Cavalry Militia, Cavalry, Heavy,32,3, Normal, Untrained,370,210,90,70, Cavalry weak sword (Melee),6,2,14,7,3,4,1,TRUE,TRUE,TRUE,,,,,,,TRUE, Heavy horse,TRUE,,,,,,,,,,,,,
The Holy Roman Empire,Merchant Cavalry Militia, Cavalry, Heavy,32,3, Normal, Untrained,370,210,90,70, Cavalry weak sword (Melee),6,2,14,7,3,4,1,TRUE,TRUE,TRUE,,,,,,,TRUE, Heavy horse,TRUE,,,,,,,,,,,,,
The Holy Roman Empire,Mounted Crossbowmen, Cavalry, Missile,32,3, Normal, Trained,470,175,90,70, Cavalry crossbow (Missile),5,2,10,5,5,0,1,TRUE,TRUE,TRUE, Armour piercing,,120,30, Cavalry sword (Melee),7,, Fast pony,,TRUE,,,,,,,,,,,,
The Holy Roman Empire,Mounted Crossbowmen, Cavalry, Missile,32,3, Normal, Trained,470,175,90,70, Cavalry crossbow (Missile),5,2,10,5,5,0,1,TRUE,TRUE,TRUE, Armour piercing,,120,30, Cavalry sword (Melee),7,, Fast pony,,TRUE,,,,,,,,,,,,
The Holy Roman Empire,Ballista, Siege, Missile,16,9, Disciplined, Highly trained,370,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,180,50, Ballista (Siege),55,,,,,,,,,,,,,,,,
The Holy Roman Empire,Ballista, Siege, Missile,16,9, Disciplined, Highly trained,370,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,180,50, Ballista (Siege),55,,,,,,,,,,,,,,,,
The Holy Roman Empire,Ballista, Siege, Missile,16,9, Disciplined, Highly trained,370,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,180,50, Ballista (Siege),55,,,,,,,,,,,,,,,,
The Holy Roman Empire,Cannon, Siege, Missile,16,9, Disciplined, Highly trained,870,250,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,380,30, Cannon (Siege),65,,,,,,,,TRUE,,,,,TRUE,,,
The Holy Roman Empire,Cannon, Siege, Missile,16,9, Disciplined, Highly trained,870,250,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,380,30, Cannon (Siege),65,,,,,,,,TRUE,,,,,TRUE,,,
The Holy Roman Empire,Cannon, Siege, Missile,16,9, Disciplined, Highly trained,870,250,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,380,30, Cannon (Siege),65,,,,,,,,TRUE,,,,,TRUE,,,
The Holy Roman Empire,Serpentine, Siege, Missile,16,9, Disciplined, Highly trained,700,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,450,36, Serpentine (Siege),65,,,,,,,,TRUE,,,,,,,,
The Holy Roman Empire,Serpentine, Siege, Missile,16,9, Disciplined, Highly trained,700,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,450,36, Serpentine (Siege),65,,,,,,,,TRUE,,,,,,,,
The Holy Roman Empire,Carrack, Ship, Light,50,5, Normal, Trained,1500,350,250,250, Melee,30,0,30,0,30,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
The Holy Roman Empire,Carrack, Ship, Light,50,5, Normal, Trained,1500,350,250,250, Melee,30,0,30,0,30,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
The Holy Roman Empire,Carrack, Ship, Light,50,5, Normal, Trained,1500,350,250,250, Melee,30,0,30,0,30,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
The Holy Roman Empire,Holk, Ship, Light,30,8, Normal, Trained,670,200,150,150, Melee,10,0,12,0,12,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
Hungary,Battlefield Assassins, Infantry, Light,24,11, Normal, Trained,660,250,110,85, Sword (Melee),16,3,32,4,9,3,2,TRUE,,TRUE,,,,,,,,,,,,,,,,,TRUE,,,TRUE,TRUE,
Hungary,Battlefield Assassins, Infantry, Light,24,11, Normal, Trained,660,250,110,85, Sword (Melee),16,3,32,4,9,3,2,TRUE,,TRUE,,,,,,,,,,,,,,,,,TRUE,,,TRUE,TRUE,
Hungary,Battlefield Assassins, Infantry, Light,24,11, Normal, Trained,660,250,110,85, Sword (Melee),16,3,32,4,9,3,2,TRUE,,TRUE,,,,,,,,,,,,,,,,,TRUE,,,TRUE,TRUE,
Hungary,Slav Levies, Infantry, Light,48,3, Normal, Untrained,210,100,65,50, Light spear (Melee),5,2,7,0,1,6,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 4,,,,,,,,,,,,,,,,,,,,,
